word,definition,difficulty_level,frequency_score,word_type,first_char,last_char,word_length
음침스럽다,음침스럽다의 뜻,2,30,명사,음,다,5
음침스레,음침스레의 뜻,2,30,명사,음,레,4
국고준비금,국고준비금의 뜻,2,30,명사,국,금,5
음탐하다,음탐하다의 뜻,2,30,명사,음,다,4
짤막짤막하다,짤막짤막하다의 뜻,3,30,명사,짤,다,6
뉴에프오,뉴에프오의 뜻,2,30,명사,뉴,오,4
늑대아이,늑대아이의 뜻,2,30,명사,늑,이,4
급도,급도의 뜻,2,30,명사,급,도,2
열린꽃차례,열린꽃차례의 뜻,2,30,명사,열,례,5
음탐,음탐의 뜻,2,30,명사,음,탐,2
뉴이스트,뉴이스트의 뜻,2,30,명사,뉴,트,4
그랜트,그랜트의 뜻,2,30,명사,그,트,3
누가그녀를죽였나,누가그녀를죽였나의 뜻,3,30,명사,누,나,8
늑대소녀와흑왕자,늑대소녀와흑왕자의 뜻,3,30,명사,늑,자,8
늑골라,늑골라의 뜻,2,30,명사,늑,라,3
위염,위염의 뜻,2,30,명사,위,염,2
싸늘히,싸늘히의 뜻,2,30,명사,싸,히,3
국가관리,국가관리의 뜻,2,30,명사,국,리,4
국공,국공의 뜻,2,30,명사,국,공,2
열린음절,열린음절의 뜻,2,30,명사,열,절,4
연체파수,연체파수의 뜻,2,30,명사,연,수,4
귀환하다,귀환하다의 뜻,2,30,명사,귀,다,4
금석문자,금석문자의 뜻,2,30,명사,금,자,4
집약되다,집약되다의 뜻,2,30,명사,집,다,4
규군,규군의 뜻,2,30,명사,규,군,2
고고주,고고주의 뜻,2,30,명사,고,주,3
균제미,균제미의 뜻,2,30,명사,균,미,3
경계하다,경계하다의 뜻,2,30,명사,경,다,4
문연각,문연각의 뜻,2,30,명사,문,각,3
고고자허하다,고고자허하다의 뜻,3,30,명사,고,다,6
집약양식,집약양식의 뜻,2,30,명사,집,식,4
고리매,고리매의 뜻,2,30,명사,고,매,3
공사채,공사채의 뜻,2,30,명사,공,채,3
문편,문편의 뜻,2,30,명사,문,편,2
고두사례하다,고두사례하다의 뜻,3,30,명사,고,다,6
고르릉고르릉하다,고르릉고르릉하다의 뜻,3,30,명사,고,다,8
연회하다,연회하다의 뜻,2,30,명사,연,다,4
연회공연,연회공연의 뜻,2,30,명사,연,연,4
경비누,경비누의 뜻,2,30,명사,경,누,3
다크나이트,다크나이트의 뜻,2,30,명사,다,트,5
연회비,연회비의 뜻,2,30,명사,연,비,3
견불,견불의 뜻,2,30,명사,견,불,2
곡용,곡용의 뜻,2,30,명사,곡,용,2
다이아걸스,다이아걸스의 뜻,2,30,명사,다,스,5
경찰의날,경찰의날의 뜻,2,30,명사,경,날,4
겨이삭여뀌,겨이삭여뀌의 뜻,2,30,명사,겨,뀌,5
뉴트주니어,뉴트주니어의 뜻,2,30,명사,뉴,어,5
금규,금규의 뜻,2,30,명사,금,규,2
다커댄블랙,다커댄블랙의 뜻,2,30,명사,다,랙,5
니노미야신타로,니노미야신타로의 뜻,3,30,명사,니,로,7
늑대기수,늑대기수의 뜻,2,30,명사,늑,수,4
늪짱이,늪짱이의 뜻,2,30,명사,늪,이,3
니노미야군에게애도를,니노미야군에게애도를의 뜻,3,30,명사,니,를,10
문틈,문틈의 뜻,2,30,명사,문,틈,2
다카포시리즈,다카포시리즈의 뜻,3,30,명사,다,즈,6
열린회로,열린회로의 뜻,2,30,명사,열,로,4
광양군,광양군의 뜻,2,30,명사,광,군,3
광양만,광양만의 뜻,2,30,명사,광,만,3
열전냉각,열전냉각의 뜻,2,30,명사,열,각,4
열전능,열전능의 뜻,2,30,명사,열,능,3
영솔하다,영솔하다의 뜻,2,30,명사,영,다,4
공학하다,공학하다의 뜻,2,30,명사,공,다,4
공간평균속도,공간평균속도의 뜻,3,30,명사,공,도,6
과문불입하다,과문불입하다의 뜻,3,30,명사,과,다,6
구명염,구명염의 뜻,2,30,명사,구,염,3
단탈리안의서가,단탈리안의서가의 뜻,3,30,명사,단,가,7
역마직성,역마직성의 뜻,2,30,명사,역,성,4
곤봉납작맵시벌,곤봉납작맵시벌의 뜻,3,30,명사,곤,벌,7
다크드레이크,다크드레이크의 뜻,3,30,명사,다,크,6
랴오닝성,랴오닝성의 뜻,2,30,명사,랴,성,4
다이노스온라인,다이노스온라인의 뜻,3,30,명사,다,인,7
광양,광양의 뜻,2,30,명사,광,양,2
다파르,다파르의 뜻,2,30,명사,다,르,3
다크네펜데스,다크네펜데스의 뜻,3,30,명사,다,스,6
단자놀이,단자놀이의 뜻,2,30,명사,단,이,4
다이쇼야구소녀,다이쇼야구소녀의 뜻,3,30,명사,다,녀,7
도첨의시중,도첨의시중의 뜻,2,30,명사,도,중,5
고승,고승의 뜻,2,30,명사,고,승,2
다크레쉬,다크레쉬의 뜻,2,30,명사,다,쉬,4
다이나포스,다이나포스의 뜻,2,30,명사,다,스,5
마라톤싸움,마라톤싸움의 뜻,2,30,명사,마,움,5
역말,역말의 뜻,2,30,명사,역,말,2
단재분리의크라임엣지,단재분리의크라임엣지의 뜻,3,30,명사,단,지,10
다이쇼스구루,다이쇼스구루의 뜻,3,30,명사,다,루,6
교명,교명의 뜻,2,30,명사,교,명,2
다부니,다부니의 뜻,2,30,명사,다,니,3
역명하다,역명하다의 뜻,2,30,명사,역,다,4
구석잡이흙손,구석잡이흙손의 뜻,3,30,명사,구,손,6
역유역공문,역유역공문의 뜻,2,30,명사,역,문,5
음배기,음배기의 뜻,2,30,명사,음,기,3
군불다,군불다의 뜻,2,30,명사,군,다,3
곰지락거리다,곰지락거리다의 뜻,3,30,명사,곰,다,6
구인하다,구인하다의 뜻,2,30,명사,구,다,4
위장그물,위장그물의 뜻,2,30,명사,위,물,4
만로국,만로국의 뜻,2,30,명사,만,국,3
연가새,연가새의 뜻,2,30,명사,연,새,3
연기풍,연기풍의 뜻,2,30,명사,연,풍,3
달라란마법사,달라란마법사의 뜻,3,30,명사,달,사,6
어사상,어사상의 뜻,2,30,명사,어,상,3
연기파,연기파의 뜻,2,30,명사,연,파,3
연가싀,연가싀의 뜻,2,30,명사,연,싀,3
구스타브일세,구스타브일세의 뜻,3,30,명사,구,세,6
군제,군제의 뜻,2,30,명사,군,제,2
위장막,위장막의 뜻,2,30,명사,위,막,3
구급붕대,구급붕대의 뜻,2,30,명사,구,대,4
교방,교방의 뜻,2,30,명사,교,방,2
공동가입전화,공동가입전화의 뜻,3,30,명사,공,화,6
땅울림,땅울림의 뜻,2,30,명사,땅,림,3
달타냥의모험,달타냥의모험의 뜻,3,30,명사,달,험,6
위장관,위장관의 뜻,2,30,명사,위,관,3
대검귀,대검귀의 뜻,2,30,명사,대,귀,3
위장망,위장망의 뜻,2,30,명사,위,망,3
막막조,막막조의 뜻,2,30,명사,막,조,3
던전스트라이커,던전스트라이커의 뜻,3,30,명사,던,커,7
지방풍,지방풍의 뜻,2,30,명사,지,풍,3
구례,구례의 뜻,2,30,명사,구,례,2
위장물,위장물의 뜻,2,30,명사,위,물,3
달라란지원자,달라란지원자의 뜻,3,30,명사,달,자,6
군물,군물의 뜻,2,30,명사,군,물,2
육천,육천의 뜻,2,30,명사,육,천,2
위기의식,위기의식의 뜻,2,30,명사,위,식,4
대공마룡가이킹,대공마룡가이킹의 뜻,3,30,명사,대,킹,7
위기허,위기허의 뜻,2,30,명사,위,허,3
연기항변,연기항변의 뜻,2,30,명사,연,변,4
국경역,국경역의 뜻,2,30,명사,국,역,3
구라파전쟁,구라파전쟁의 뜻,2,30,명사,구,쟁,5
그랑프리경주,그랑프리경주의 뜻,3,30,명사,그,주,6
근질근질하다,근질근질하다의 뜻,3,30,명사,근,다,6
연기행동,연기행동의 뜻,2,30,명사,연,동,4
연기회,연기회의 뜻,2,30,명사,연,회,3
계약자유의원칙,계약자유의원칙의 뜻,3,30,명사,계,칙,7
집약채탄,집약채탄의 뜻,2,30,명사,집,탄,4
군색히,군색히의 뜻,2,30,명사,군,히,3
고치주름살,고치주름살의 뜻,2,30,명사,고,살,5
엑스선요법,엑스선요법의 뜻,2,30,명사,엑,법,5
구토,구토의 뜻,2,30,명사,구,토,2
유럽우주연구기구,유럽우주연구기구의 뜻,3,30,명사,유,구,8
귀틀,귀틀의 뜻,2,30,명사,귀,틀,2
국희,국희의 뜻,2,30,명사,국,희,2
음성변화,음성변화의 뜻,2,30,명사,음,화,4
대도라팜,대도라팜의 뜻,2,30,명사,대,팜,4
음운학,음운학의 뜻,2,30,명사,음,학,3
금천,금천의 뜻,2,30,명사,금,천,2
대군주,대군주의 뜻,2,30,명사,대,주,3
공세,공세의 뜻,2,30,명사,공,세,2
군상화,군상화의 뜻,2,30,명사,군,화,3
엑스선스펙트럼,엑스선스펙트럼의 뜻,3,30,명사,엑,럼,7
귀점,귀점의 뜻,2,30,명사,귀,점,2
교수학,교수학의 뜻,2,30,명사,교,학,3
죽청,죽청의 뜻,2,30,명사,죽,청,2
위기의철학,위기의철학의 뜻,2,30,명사,위,학,5
굳음병,굳음병의 뜻,2,30,명사,굳,병,3
구상권,구상권의 뜻,2,30,명사,구,권,3
멕시코,멕시코의 뜻,2,30,명사,멕,코,3
대로트,대로트의 뜻,2,30,명사,대,트,3
딱따그르르하다,딱따그르르하다의 뜻,3,30,명사,딱,다,7
마느래,마느래의 뜻,2,30,명사,마,래,3
경학편익지세,경학편익지세의 뜻,3,30,명사,경,세,6
공성포,공성포의 뜻,2,30,명사,공,포,3
골채,골채의 뜻,2,30,명사,골,채,2
엄부자모,엄부자모의 뜻,2,30,명사,엄,모,4
엄부형,엄부형의 뜻,2,30,명사,엄,형,3
어연드시,어연드시의 뜻,2,30,명사,어,시,4
마는,마는의 뜻,2,30,명사,마,는,2
대마법고개,대마법고개의 뜻,2,30,명사,대,개,5
이멍세기,이멍세기의 뜻,2,30,명사,이,기,4
곱디뎌걷기,곱디뎌걷기의 뜻,2,30,명사,곱,기,5
대굴레오,대굴레오의 뜻,2,30,명사,대,오,4
연보하다,연보하다의 뜻,2,30,명사,연,다,4
대국남아,대국남아의 뜻,2,30,명사,대,아,4
고도를기다리며,고도를기다리며의 뜻,3,30,명사,고,며,7
고골,고골의 뜻,2,30,명사,고,골,2
듀폰,듀폰의 뜻,2,30,명사,듀,폰,2
당수,당수의 뜻,2,30,명사,당,수,2
괴인,괴인의 뜻,2,30,명사,괴,인,2
대련상대,대련상대의 뜻,2,30,명사,대,대,4
고속철도,고속철도의 뜻,2,30,명사,고,도,4
엑스선조사,엑스선조사의 뜻,2,30,명사,엑,사,5
고성군,고성군의 뜻,2,30,명사,고,군,3
고도리,고도리의 뜻,2,30,명사,고,리,3
밀하우스마나스톰,밀하우스마나스톰의 뜻,3,30,명사,밀,톰,8
초무시리하다,초무시리하다의 뜻,3,30,명사,초,다,6
구안,구안의 뜻,2,30,명사,구,안,2
곱가마질,곱가마질의 뜻,2,30,명사,곱,질,4
고전압조형,고전압조형의 뜻,2,30,명사,고,형,5
곱꺾다,곱꺾다의 뜻,2,30,명사,곱,다,3
어연번듯이,어연번듯이의 뜻,2,30,명사,어,이,5
이멍셍이,이멍셍이의 뜻,2,30,명사,이,이,4
구상무역,구상무역의 뜻,2,30,명사,구,역,4
어제내훈,어제내훈의 뜻,2,30,명사,어,훈,4
이멍거리,이멍거리의 뜻,2,30,명사,이,리,4
딜스,딜스의 뜻,2,30,명사,딜,스,2
어제백행원,어제백행원의 뜻,2,30,명사,어,원,5
어제여사서언해,어제여사서언해의 뜻,3,30,명사,어,해,7
교관제,교관제의 뜻,2,30,명사,교,제,3
국내보도,국내보도의 뜻,2,30,명사,국,도,4
굽격지,굽격지의 뜻,2,30,명사,굽,지,3
굼벵이나래매듭,굼벵이나래매듭의 뜻,3,30,명사,굼,듭,7
군대행진곡,군대행진곡의 뜻,2,30,명사,군,곡,5
어제저녁,어제저녁의 뜻,2,30,명사,어,녁,4
연골질,연골질의 뜻,2,30,명사,연,질,3
천사만생,천사만생의 뜻,2,30,명사,천,생,4
궁현,궁현의 뜻,2,30,명사,궁,현,2
얼럭집,얼럭집의 뜻,2,30,명사,얼,집,3
구창,구창의 뜻,2,30,명사,구,창,2
어제밤,어제밤의 뜻,2,30,명사,어,밤,3
대마법사,대마법사의 뜻,2,30,명사,대,사,4
영상물등급위원회,영상물등급위원회의 뜻,3,30,명사,영,회,8
교풍,교풍의 뜻,2,30,명사,교,풍,2
골동,골동의 뜻,2,30,명사,골,동,2
이멍팍,이멍팍의 뜻,2,30,명사,이,팍,3
어열,어열의 뜻,2,30,명사,어,열,2
어제상훈언해,어제상훈언해의 뜻,3,30,명사,어,해,6
공가미,공가미의 뜻,2,30,명사,공,미,3
죽을사변,죽을사변의 뜻,2,30,명사,죽,변,4
죽을상,죽을상의 뜻,2,30,명사,죽,상,3
구풍,구풍의 뜻,2,30,명사,구,풍,2
징조,징조의 뜻,2,30,명사,징,조,2
대마법사안토니다스,대마법사안토니다스의 뜻,3,30,명사,대,스,9
굵직굵직하다,굵직굵직하다의 뜻,3,30,명사,굵,다,6
대즐,대즐의 뜻,2,30,명사,대,즐,2
연골한,연골한의 뜻,2,30,명사,연,한,3
증경새,증경새의 뜻,2,30,명사,증,새,3
구운명반,구운명반의 뜻,2,30,명사,구,반,4
국제환협정,국제환협정의 뜻,2,30,명사,국,정,5
교관선,교관선의 뜻,2,30,명사,교,선,3
연골환,연골환의 뜻,2,30,명사,연,환,3
연락되다,연락되다의 뜻,2,30,명사,연,다,4
연계성,연계성의 뜻,2,30,명사,연,성,3
연계수,연계수의 뜻,2,30,명사,연,수,3
연계적판단,연계적판단의 뜻,2,30,명사,연,단,5
똥풍이,똥풍이의 뜻,2,30,명사,똥,이,3
근신하다,근신하다의 뜻,2,30,명사,근,다,4
예기명중수,예기명중수의 뜻,2,30,명사,예,수,5
구조지진,구조지진의 뜻,2,30,명사,구,진,4
지력선,지력선의 뜻,2,30,명사,지,선,3
언상하다,언상하다의 뜻,2,30,명사,언,다,4
언상약,언상약의 뜻,2,30,명사,언,약,3
언상처,언상처의 뜻,2,30,명사,언,처,3
언새없다,언새없다의 뜻,2,30,명사,언,다,4
지렬자,지렬자의 뜻,2,30,명사,지,자,3
기애,기애의 뜻,2,30,명사,기,애,2
증결,증결의 뜻,2,30,명사,증,결,2
곁쐐기,곁쐐기의 뜻,2,30,명사,곁,기,3
여율령시행,여율령시행의 뜻,2,30,명사,여,행,5
얼럭호박,얼럭호박의 뜻,2,30,명사,얼,박,4
반딧불이의숲으로,반딧불이의숲으로의 뜻,3,30,명사,반,로,8
대지종결자트로그조르,대지종결자트로그조르의 뜻,3,30,명사,대,르,10
엔도르핀,엔도르핀의 뜻,2,30,명사,엔,핀,4
대왕지네,대왕지네의 뜻,2,30,명사,대,네,4
언색,언색의 뜻,2,30,명사,언,색,2
신고,신고의 뜻,2,30,명사,신,고,2
근거리통신망,근거리통신망의 뜻,3,30,명사,근,망,6
국세체납처분,국세체납처분의 뜻,3,30,명사,국,분,6
대운동회,대운동회의 뜻,2,30,명사,대,회,4
금수현,금수현의 뜻,2,30,명사,금,현,3
금산공원,금산공원의 뜻,2,30,명사,금,원,4
어깨치기,어깨치기의 뜻,2,30,명사,어,기,4
어깨통,어깨통의 뜻,2,30,명사,어,통,3
엔누리,엔누리의 뜻,2,30,명사,엔,리,3
엔담짜기,엔담짜기의 뜻,2,30,명사,엔,기,4
엔두루,엔두루의 뜻,2,30,명사,엔,루,3
경로유도시스템,경로유도시스템의 뜻,3,30,명사,경,템,7
고약스레,고약스레의 뜻,2,30,명사,고,레,4
고려악,고려악의 뜻,2,30,명사,고,악,3
고집통머리,고집통머리의 뜻,2,30,명사,고,리,5
어령칙하다,어령칙하다의 뜻,2,30,명사,어,다,5
엔담,엔담의 뜻,2,30,명사,엔,담,2
어린줄기,어린줄기의 뜻,2,30,명사,어,기,4
고숙하다,고숙하다의 뜻,2,30,명사,고,다,4
쯔물띠리다,쯔물띠리다의 뜻,2,30,명사,쯔,다,5
계수관,계수관의 뜻,2,30,명사,계,관,3
공간론,공간론의 뜻,2,30,명사,공,론,3
공간링크장치,공간링크장치의 뜻,3,30,명사,공,치,6
어린학익,어린학익의 뜻,2,30,명사,어,익,4
결정수화물,결정수화물의 뜻,2,30,명사,결,물,5
고주파요법,고주파요법의 뜻,2,30,명사,고,법,5
고주파유도가열,고주파유도가열의 뜻,3,30,명사,고,열,7
고주파재봉기,고주파재봉기의 뜻,3,30,명사,고,기,6
얼런덧,얼런덧의 뜻,2,30,명사,얼,덧,3
어린진,어린진의 뜻,2,30,명사,어,진,3
엔대소,엔대소의 뜻,2,30,명사,엔,소,3
고려측범잠자리,고려측범잠자리의 뜻,3,30,명사,고,리,7
임둔,임둔의 뜻,2,30,명사,임,둔,2
대코파스,대코파스의 뜻,2,30,명사,대,스,4
엔드유저,엔드유저의 뜻,2,30,명사,엔,저,4
엔드리스테이프,엔드리스테이프의 뜻,3,30,명사,엔,프,7
엔더비랜드,엔더비랜드의 뜻,2,30,명사,엔,드,5
대지령,대지령의 뜻,2,30,명사,대,령,3
대지의정령,대지의정령의 뜻,2,30,명사,대,령,5
고취,고취의 뜻,2,30,명사,고,취,2
대포무노,대포무노의 뜻,2,30,명사,대,노,4
양립되다,양립되다의 뜻,2,30,명사,양,다,4
입방하다,입방하다의 뜻,2,30,명사,입,다,4
일촌단심,일촌단심의 뜻,2,30,명사,일,심,4
양립예금,양립예금의 뜻,2,30,명사,양,금,4
양첩하다,양첩하다의 뜻,2,30,명사,양,다,4
일언단파,일언단파의 뜻,2,30,명사,일,파,4
일언반사,일언반사의 뜻,2,30,명사,일,사,4
자동정,자동정의 뜻,2,30,명사,자,정,3
자동제군,자동제군의 뜻,2,30,명사,자,군,4
자근대다,자근대다의 뜻,2,30,명사,자,다,4
자근거리다,자근거리다의 뜻,2,30,명사,자,다,5
공작색,공작색의 뜻,2,30,명사,공,색,3
양청도두리,양청도두리의 뜻,2,30,명사,양,리,5
자동제도기,자동제도기의 뜻,2,30,명사,자,기,5
발톱의드루이드,발톱의드루이드의 뜻,3,30,명사,발,드,7
양청도드리,양청도드리의 뜻,2,30,명사,양,리,5
구서하다,구서하다의 뜻,2,30,명사,구,다,4
자기차단기,자기차단기의 뜻,2,30,명사,자,기,5
자갈색,자갈색의 뜻,2,30,명사,자,색,3
일언거사,일언거사의 뜻,2,30,명사,일,사,4
더키패밀리,더키패밀리의 뜻,2,30,명사,더,리,5
자동접지기,자동접지기의 뜻,2,30,명사,자,기,5
공작석,공작석의 뜻,2,30,명사,공,석,3
자동제어밸브,자동제어밸브의 뜻,3,30,명사,자,브,6
공중보건의,공중보건의의 뜻,2,30,명사,공,의,5
만광,만광의 뜻,2,30,명사,만,광,2
양첩,양첩의 뜻,2,30,명사,양,첩,2
잎줄,잎줄의 뜻,2,30,명사,잎,줄,2
광합성세균,광합성세균의 뜻,2,30,명사,광,균,5
잎줄기채소,잎줄기채소의 뜻,2,30,명사,잎,소,5
잎주깃법,잎주깃법의 뜻,2,30,명사,잎,법,4
국제연합특별기금,국제연합특별기금의 뜻,3,30,명사,국,금,8
권리변동,권리변동의 뜻,2,30,명사,권,동,4
양이온,양이온의 뜻,2,30,명사,양,온,3
자동제동기,자동제동기의 뜻,2,30,명사,자,기,5
양청,양청의 뜻,2,30,명사,양,청,2
구연산철퀴닌,구연산철퀴닌의 뜻,3,30,명사,구,닌,6
양청도들이,양청도들이의 뜻,2,30,명사,양,이,5
양청환입,양청환입의 뜻,2,30,명사,양,입,4
과다각화증,과다각화증의 뜻,2,30,명사,과,증,5
양초하다,양초하다의 뜻,2,30,명사,양,다,4
초목동부,초목동부의 뜻,2,30,명사,초,부,4
구제되다,구제되다의 뜻,2,30,명사,구,다,4
교예하다,교예하다의 뜻,2,30,명사,교,다,4
연구개음화,연구개음화의 뜻,2,30,명사,연,화,5
교곡산,교곡산의 뜻,2,30,명사,교,산,3
양촉하다,양촉하다의 뜻,2,30,명사,양,다,4
어른싸다,어른싸다의 뜻,2,30,명사,어,다,4
드르럭드르럭하다,드르럭드르럭하다의 뜻,3,30,명사,드,다,8
귀보개,귀보개의 뜻,2,30,명사,귀,개,3
궁상,궁상의 뜻,2,30,명사,궁,상,2
교황,교황의 뜻,2,30,명사,교,황,2
교활성,교활성의 뜻,2,30,명사,교,성,3
양촉,양촉의 뜻,2,30,명사,양,촉,2
구조적비례수,구조적비례수의 뜻,3,30,명사,구,수,6
쯔진청,쯔진청의 뜻,2,30,명사,쯔,청,3
양촌,양촌의 뜻,2,30,명사,양,촌,2
규원가,규원가의 뜻,2,30,명사,규,가,3
쯧쯧,쯧쯧의 뜻,2,30,명사,쯧,쯧,2
국가독점자본주의,국가독점자본주의의 뜻,3,30,명사,국,의,8
구택규,구택규의 뜻,2,30,명사,구,규,3
던지미,던지미의 뜻,2,30,명사,던,미,3
군중로선,군중로선의 뜻,2,30,명사,군,선,4
초묘,초묘의 뜻,2,30,명사,초,묘,2
권리보호청구권,권리보호청구권의 뜻,3,30,명사,권,권,7
연구소,연구소의 뜻,2,30,명사,연,소,3
연구림,연구림의 뜻,2,30,명사,연,림,3
그루갈이하다,그루갈이하다의 뜻,3,30,명사,그,다,6
연구사보,연구사보의 뜻,2,30,명사,연,보,4
연구세심,연구세심의 뜻,2,30,명사,연,심,4
연구세심하다,연구세심하다의 뜻,3,30,명사,연,다,6
괘궁정,괘궁정의 뜻,2,30,명사,괘,정,3
연구소조,연구소조의 뜻,2,30,명사,연,조,4
고리키,고리키의 뜻,2,30,명사,고,키,3
경계의난,경계의난의 뜻,2,30,명사,경,난,4
연구관,연구관의 뜻,2,30,명사,연,관,3
계주연회,계주연회의 뜻,2,30,명사,계,회,4
결무하다,결무하다의 뜻,2,30,명사,결,다,4
경리관,경리관의 뜻,2,30,명사,경,관,3
공인칭원,공인칭원의 뜻,2,30,명사,공,원,4
과부하전류,과부하전류의 뜻,2,30,명사,과,류,5
라붐,라붐의 뜻,2,30,명사,라,붐,2
고치다,고치다의 뜻,2,30,명사,고,다,3
곤여도,곤여도의 뜻,2,30,명사,곤,도,3
고용지수,고용지수의 뜻,2,30,명사,고,수,4
공예유리,공예유리의 뜻,2,30,명사,공,리,4
아디라,아디라의 뜻,2,30,명사,아,라,3
연구심,연구심의 뜻,2,30,명사,연,심,3
고정소수점수,고정소수점수의 뜻,3,30,명사,고,수,6
연구비,연구비의 뜻,2,30,명사,연,비,3
경계쓸림,경계쓸림의 뜻,2,30,명사,경,림,4
굴피나무,굴피나무의 뜻,2,30,명사,굴,무,4
덩치큰마그나타우르,덩치큰마그나타우르의 뜻,3,30,명사,덩,르,9
골풀아재비,골풀아재비의 뜻,2,30,명사,골,비,5
공예술,공예술의 뜻,2,30,명사,공,술,3
던전앤걸즈,던전앤걸즈의 뜻,2,30,명사,던,즈,5
주자가례,주자가례의 뜻,2,30,명사,주,례,4
격률,격률의 뜻,2,30,명사,격,률,2
도그데이즈,도그데이즈의 뜻,2,30,명사,도,즈,5
고산유수,고산유수의 뜻,2,30,명사,고,수,4
곡총,곡총의 뜻,2,30,명사,곡,총,2
도묘지카린,도묘지카린의 뜻,2,30,명사,도,린,5
도그스,도그스의 뜻,2,30,명사,도,스,3
도끼투척수,도끼투척수의 뜻,2,30,명사,도,수,5
연료가스,연료가스의 뜻,2,30,명사,연,스,4
어미기둥,어미기둥의 뜻,2,30,명사,어,둥,4
교대곁수,교대곁수의 뜻,2,30,명사,교,수,4
공급예비전력,공급예비전력의 뜻,3,30,명사,공,력,6
국민생명표,국민생명표의 뜻,2,30,명사,국,표,5
광목천왕,광목천왕의 뜻,2,30,명사,광,왕,4
관동해가,관동해가의 뜻,2,30,명사,관,가,4
관둔전,관둔전의 뜻,2,30,명사,관,전,3
공통이온,공통이온의 뜻,2,30,명사,공,온,4
공통이온효과,공통이온효과의 뜻,3,30,명사,공,과,6
염퉁머리,염퉁머리의 뜻,2,30,명사,염,리,4
교황대사,교황대사의 뜻,2,30,명사,교,사,4
도쿄마블초콜릿,도쿄마블초콜릿의 뜻,3,30,명사,도,릿,7
지걸,지걸의 뜻,2,30,명사,지,걸,2
관풍찰속하다,관풍찰속하다의 뜻,3,30,명사,관,다,6
도돈파치대부활,도돈파치대부활의 뜻,3,30,명사,도,활,7
도끼전사,도끼전사의 뜻,2,30,명사,도,사,4
관주인,관주인의 뜻,2,30,명사,관,인,3
국무,국무의 뜻,2,30,명사,국,무,2
역사터,역사터의 뜻,2,30,명사,역,터,3
도돈파치맥시멈,도돈파치맥시멈의 뜻,3,30,명사,도,멈,7
도서관전쟁,도서관전쟁의 뜻,2,30,명사,도,쟁,5
관풍,관풍의 뜻,2,30,명사,관,풍,2
역사파경제학파,역사파경제학파의 뜻,3,30,명사,역,파,7
도미네이션즈,도미네이션즈의 뜻,3,30,명사,도,즈,6
도동고,도동고의 뜻,2,30,명사,도,고,3
역사철학,역사철학의 뜻,2,30,명사,역,학,4
광아,광아의 뜻,2,30,명사,광,아,2
군경원호금,군경원호금의 뜻,2,30,명사,군,금,5
도시락전쟁,도시락전쟁의 뜻,2,30,명사,도,쟁,5
도미닉경의인사,도미닉경의인사의 뜻,3,30,명사,도,사,7
돌격크로마티고교,돌격크로마티고교의 뜻,3,30,명사,돌,교,8
도쿄갓파더즈,도쿄갓파더즈의 뜻,3,30,명사,도,즈,6
번삭하다,번삭하다의 뜻,2,30,명사,번,다,4
구열대식물구계,구열대식물구계의 뜻,3,30,명사,구,계,7
염류하제,염류하제의 뜻,2,30,명사,염,제,4
국제에너지기구,국제에너지기구의 뜻,3,30,명사,국,구,7
굴뚝개자리,굴뚝개자리의 뜻,2,30,명사,굴,리,5
국제항공협정,국제항공협정의 뜻,3,30,명사,국,정,6
구요성,구요성의 뜻,2,30,명사,구,성,3
교대성인격,교대성인격의 뜻,2,30,명사,교,격,5
교대작용,교대작용의 뜻,2,30,명사,교,용,4
금령전,금령전의 뜻,2,30,명사,금,전,3
권호문,권호문의 뜻,2,30,명사,권,문,3
국방경제,국방경제의 뜻,2,30,명사,국,제,4
배진동,배진동의 뜻,2,30,명사,배,동,3
원리교양,원리교양의 뜻,2,30,명사,원,양,4
고리타분하다,고리타분하다의 뜻,3,30,명사,고,다,6
도치보구,도치보구의 뜻,2,30,명사,도,구,4
무운,무운의 뜻,2,30,명사,무,운,2
극년,극년의 뜻,2,30,명사,극,년,2
원자번호,원자번호의 뜻,2,30,명사,원,호,4
급화,급화의 뜻,2,30,명사,급,화,2
반국가단체구성죄,반국가단체구성죄의 뜻,3,30,명사,반,죄,8
독묻은칼,독묻은칼의 뜻,2,30,명사,독,칼,4
돈크로우,돈크로우의 뜻,2,30,명사,돈,우,4
고과하다,고과하다의 뜻,2,30,명사,고,다,4
견혹,견혹의 뜻,2,30,명사,견,혹,2
경민가,경민가의 뜻,2,30,명사,경,가,3
염류화,염류화의 뜻,2,30,명사,염,화,3
원리적비평,원리적비평의 뜻,2,30,명사,원,평,5
그물덮인곰팽이,그물덮인곰팽이의 뜻,3,30,명사,그,이,7
근궤적법,근궤적법의 뜻,2,30,명사,근,법,4
원자반경,원자반경의 뜻,2,30,명사,원,경,4
돌엄니멧돼지,돌엄니멧돼지의 뜻,3,30,명사,돌,지,6
청꼭지,청꼭지의 뜻,2,30,명사,청,지,3
공담,공담의 뜻,2,30,명사,공,담,2
광릉갈퀴,광릉갈퀴의 뜻,2,30,명사,광,퀴,4
독성씨앗,독성씨앗의 뜻,2,30,명사,독,앗,4
경제주의,경제주의의 뜻,2,30,명사,경,의,4
독수리뿔장궁,독수리뿔장궁의 뜻,3,30,명사,독,궁,6
고속기억장치,고속기억장치의 뜻,3,30,명사,고,치,6
경민편언해,경민편언해의 뜻,2,30,명사,경,해,5
어두컴컴,어두컴컴의 뜻,2,30,명사,어,컴,4
